antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Lux Soap', 'Shan Biryani Masala'})",frozenset({'National Ketchup (1kg)'}),0.0368,0.2048,0.0052,0.14130434782608695,0.6899626358695651,1.0,-0.00233664,0.9260556962025316,-0.31811448984926377,0.021996615905245345,-0.07984865716035344,0.08334748641304347
"frozenset({'Lux Soap', 'Pepsi 1L'})",frozenset({'Biscuits'}),0.0368,0.1972,0.0052,0.14130434782608695,0.7165534879619014,1.0,-0.00205696,0.9349063291139239,-0.29112318840579715,0.022727272727272728,-0.06962587465609497,0.08383675809154245
"frozenset({'Olpers Milk (Pack of 6)', 'Guard Rice (1kg)'})",frozenset({'Tapal Tea (250g)'}),0.0368,0.1996,0.0052,0.14130434782608695,0.707937614359153,1.0,-0.0021452800000000003,0.9321113924050632,-0.29987475398103425,0.02249134948096886,-0.07283314864306978,0.08367822601725189
"frozenset({'Chicken', 'Shan Biryani Masala'})",frozenset({'Lays Chips'}),0.0354,0.206,0.005,0.14124293785310735,0.6856453293840162,1.0,-0.0022924,0.9245921052631579,-0.3221744385417545,0.021150592216582064,-0.08155801277946176,0.08275739125665077
"frozenset({'Lux Soap', 'Noodles'})",frozenset({'Tapal Tea (250g)'}),0.0354,0.1996,0.005,0.14124293785310735,0.7076299491638645,1.0,-0.00206584,0.9320447368421053,-0.2998821281957485,0.02173913043478261,-0.0729098727472422,0.08314651902675407
"frozenset({'Chicken', 'Thal Sugar (200ml)'})",frozenset({'Noodles'}),0.0354,0.2052,0.005,0.14124293785310735,0.6883184105901917,1.0,-0.00226408,0.9255236842105263,-0.3194658448895737,0.021222410865874366,-0.08046937864480706,0.08280470479400007
"frozenset({'National Ketchup (1kg)', 'Chicken'})",frozenset({'Thal Sugar (200ml)'}),0.0354,0.1964,0.005,0.14124293785310735,0.7191595613702004,1.0,-0.0019525599999999999,0.935771052631579,-0.2881769182178299,0.02204585537918871,-0.06863745911758666,0.08335059316280621
"frozenset({'Chicken', 'Thal Sugar (200ml)'})",frozenset({'National Ketchup (1kg)'}),0.0354,0.2048,0.005,0.14124293785310735,0.6896627824858756,1.0,-0.0022499200000000007,0.9259894736842106,-0.318103414148612,0.021258503401360544,-0.07992588298150485,0.08282850017655367
"frozenset({'Lux Soap', 'Noodles'})",frozenset({'Pepsi 1L'}),0.0354,0.2052,0.005,0.14124293785310735,0.6883184105901917,1.0,-0.00226408,0.9255236842105263,-0.3194658448895737,0.021222410865874366,-0.08046937864480706,0.08280470479400007
"frozenset({'Chicken', 'Shan Biryani Masala'})",frozenset({'Frozen Paratha'}),0.0354,0.197,0.005,0.14124293785310735,0.7169692276807479,1.0,-0.0019738000000000004,0.9350723684210526,-0.2904013653483993,0.02198768689533861,-0.06943594289774928,0.08331182425650291
"frozenset({'Lux Soap', 'Noodles'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0354,0.2026,0.005,0.14124293785310735,0.6971517169452485,1.0,-0.00217204,0.9285513157894737,-0.3105114481118049,0.021459227467811162,-0.07694640349497449,0.08296105431648457
"frozenset({'Chicken', 'Thal Sugar (200ml)'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0354,0.2026,0.005,0.14124293785310735,0.6971517169452485,1.0,-0.00217204,0.9285513157894737,-0.3105114481118049,0.021459227467811162,-0.07694640349497449,0.08296105431648457
"frozenset({'Chicken', 'National Ketchup (1kg)'})",frozenset({'Jam'}),0.0354,0.1984,0.005,0.14124293785310735,0.7119099690176782,1.0,-0.00202336,0.9334421052631579,-0.29553806694360213,0.021853146853146852,-0.07130372024312955,0.08322227537816658
"frozenset({'Frozen Paratha', 'Bread'})",frozenset({'Pepsi 1L'}),0.0398,0.2052,0.0056,0.1407035175879397,0.6856896568613046,1.0,-0.002566960000000001,0.9249426900584794,-0.3231286693990998,0.023391812865497075,-0.08114806544043822,0.08399698296550981
"frozenset({'Frozen Paratha', 'Nestle Water'})",frozenset({'Eggs'}),0.0398,0.1982,0.0056,0.1407035175879397,0.7099067486777987,1.0,-0.0022883600000000006,0.9330888888888889,-0.2985279460646953,0.024096385542168676,-0.07170925718640594,0.08447890309265804
"frozenset({'Frozen Paratha', 'Nestle Water'})",frozenset({'Noodles'}),0.0398,0.2052,0.0056,0.1407035175879397,0.6856896568613046,1.0,-0.002566960000000001,0.9249426900584794,-0.3231286693990998,0.023391812865497075,-0.08114806544043822,0.08399698296550981
"frozenset({'Noodles', 'Nestle Water'})",frozenset({'Frozen Paratha'}),0.0398,0.197,0.0056,0.1407035175879397,0.7142310537458868,1.0,-0.0022406000000000014,0.9344853801169589,-0.2941300021528753,0.024221453287197228,-0.07010769914328807,0.084564956763513
"frozenset({'Noodles', 'Nestle Water'})",frozenset({'Shan Biryani Masala'}),0.0398,0.2088,0.0056,0.1407035175879397,0.6738674213981786,1.0,-0.0027102400000000018,0.920753216374269,-0.3351204843113205,0.023045267489711932,-0.08606734379684064,0.0837617204797936
"frozenset({'Shan Biryani Masala', 'Eggs'})",frozenset({'Tapal Tea (250g)'}),0.0384,0.1996,0.0054,0.14062500000000003,0.7045340681362727,1.0,-0.002264639999999999,0.9313745454545455,-0.3036817713697218,0.023215821152192607,-0.07368190904547722,0.08383955410821645
"frozenset({'Dalda Cooking Oil (500ml)', 'Eggs'})",frozenset({'Chicken'}),0.037,0.198,0.0052,0.14054054054054055,0.7098007098007099,1.0,-0.0021260000000000003,0.9331446540880504,-0.29802624200964456,0.022628372497824192,-0.07164521129608412,0.0834015834015834
"frozenset({'Butter', 'Eggs'})",frozenset({'Bread'}),0.037,0.2058,0.0052,0.14054054054054055,0.6828986420823155,1.0,-0.0024146000000000003,0.9240691823899372,-0.32532133329740515,0.021885521885521883,-0.08217005723930931,0.08290389514879311
"frozenset({'Lays Chips', 'Nestle Water'})",frozenset({'Noodles'}),0.037,0.2052,0.0052,0.14054054054054055,0.684895421737527,1.0,-0.0023923999999999994,0.9247672955974843,-0.3232972972972973,0.021940928270042195,-0.0813531196017356,0.08294083557241452
"frozenset({'Butter', 'National Ketchup (1kg)'})",frozenset({'Lux Soap'}),0.037,0.1936,0.0052,0.14054054054054055,0.7259325441143624,1.0,-0.0019632,0.9382641509433962,-0.28163195042175937,0.023070097604259095,-0.06579794079794078,0.08370002233638597
"frozenset({'Dalda Cooking Oil (500ml)', 'Eggs'})",frozenset({'Guard Rice (1kg)'}),0.037,0.1952,0.0052,0.14054054054054055,0.7199822773593265,1.0,-0.0020224000000000006,0.9364025157232704,-0.2876813655761025,0.02290748898678414,-0.0679168233840202,0.08358994240141782
"frozenset({'Butter', 'National Ketchup (1kg)'})",frozenset({'Frozen Paratha'}),0.037,0.197,0.0052,0.14054054054054055,0.7134037590890383,1.0,-0.0020890000000000006,0.9343081761006289,-0.29436631626412657,0.022727272727272724,-0.07031065935175525,0.08346823981341749
"frozenset({'Biscuits', 'Jam'})",frozenset({'Tapal Tea (250g)'}),0.037,0.1996,0.0052,0.14054054054054055,0.7041109245518063,1.0,-0.0021852,0.9312830188679245,-0.30380380380380384,0.02247191011235955,-0.07378743060901981,0.08329632237447869
"frozenset({'Pepsi 1L', 'Tapal Tea (250g)'})",frozenset({'Thal Sugar (200ml)'}),0.0356,0.1964,0.005,0.1404494382022472,0.7151193391153117,1.0,-0.00199184,0.9349071895424836,-0.2923226844187712,0.022026431718061675,-0.06962489024110602,0.08295384333737615
"frozenset({'Biscuits', 'Tapal Tea (250g)'})",frozenset({'Olpers Milk (Pack of 6)'}),0.0356,0.196,0.005,0.1404494382022472,0.7165787663379959,1.0,-0.0019776000000000004,0.9353725490196079,-0.29084063768456975,0.02206531332744925,-0.06909273855441891,0.08297982114193993
"frozenset({'Dalda Cooking Oil (500ml)', 'Guard Rice (1kg)'})",frozenset({'Lux Soap'}),0.0356,0.1936,0.005,0.1404494382022472,0.7254619741851612,1.0,-0.0018921599999999995,0.938164705882353,-0.2818163403910541,0.022301516503122214,-0.06591091492776883,0.08313794224161947
"frozenset({'Jam', 'Lays Chips'})",frozenset({'Eggs'}),0.0356,0.1982,0.005,0.1404494382022472,0.7086248143402988,1.0,-0.0020559199999999993,0.932813071895425,-0.2989159513341242,0.021853146853146856,-0.07202614342448588,0.08283824079638091
"frozenset({'Lays Chips', 'Eggs'})",frozenset({'Jam'}),0.0356,0.1984,0.005,0.1404494382022472,0.7079104748097137,1.0,-0.0020630399999999995,0.9325803921568627,-0.29964096069158636,0.02183406113537118,-0.07229361501715668,0.0828255255527365
"frozenset({'Nestle Water', 'Tapal Tea (250g)'})",frozenset({'Lays Chips'}),0.0414,0.206,0.0058,0.1400966183574879,0.6800806716382909,1.0,-0.0027284000000000006,0.9233595505617977,-0.32918772049206846,0.024006622516556293,-0.08300174010391949,0.08412597908165657
"frozenset({'Nestle Water', 'Tapal Tea (250g)'})",frozenset({'Shan Biryani Masala'}),0.0414,0.2088,0.0058,0.1400966183574879,0.670960815888352,1.0,-0.002844320000000001,0.9201033707865168,-0.33844030365769506,0.02373158756137479,-0.08683440551379185,0.08393719806763283
"frozenset({'Lays Chips', 'Frozen Paratha'})",frozenset({'Noodles'}),0.04,0.2052,0.0056,0.13999999999999999,0.682261208576998,1.0,-0.002608,0.9241860465116278,-0.32665330661322645,0.02337228714524207,-0.08203321590337194,0.08364522417153995
"frozenset({'Lays Chips', 'Frozen Paratha'})",frozenset({'Butter'}),0.04,0.1966,0.0056,0.13999999999999999,0.7121057985757884,1.0,-0.0022639999999999995,0.934186046511628,-0.29633507853403135,0.024242424242424242,-0.07045058501369182,0.08424211597151576
"frozenset({'Noodles', 'Shan Biryani Masala'})",frozenset({'Olpers Milk (Pack of 6)'}),0.04,0.196,0.0056,0.13999999999999999,0.7142857142857142,1.0,-0.00224,0.9348837209302326,-0.2941176470588235,0.024305555555555552,-0.06965174129353237,0.08428571428571428
"frozenset({'Noodles', 'Shan Biryani Masala'})",frozenset({'Nestle Water'}),0.04,0.2062,0.0056,0.13999999999999999,0.678952473326867,1.0,-0.002648,0.9230232558139536,-0.3300099700897308,0.023275145469659184,-0.0833963214915596,0.08357904946653734
"frozenset({'National Ketchup (1kg)', 'Nestle Water'})",frozenset({'Eggs'}),0.0386,0.1982,0.0054,0.13989637305699482,0.7058343746568861,1.0,-0.0022505199999999998,0.9322132530120484,-0.30240470406123016,0.023336214347450306,-0.0727159228523387,0.08357078995937531
"frozenset({'Jam', 'Nestle Water'})",frozenset({'Olpers Milk (Pack of 6)'}),0.0386,0.196,0.0054,0.13989637305699482,0.7137570053928307,1.0,-0.0021656,0.9347710843373495,-0.2943527121878551,0.02356020942408377,-0.06978063052612586,0.08372369673257904
"frozenset({'Noodles', 'Bread'})",frozenset({'Guard Rice (1kg)'}),0.0386,0.1952,0.0054,0.13989637305699482,0.7166822390214898,1.0,-0.0021347200000000005,0.9357012048192771,-0.29137843489465326,0.023642732049036778,-0.06871723029697466,0.08378015374161216
"frozenset({'Eggs', 'Tapal Tea (250g)'})",frozenset({'Frozen Paratha'}),0.0386,0.197,0.0054,0.13989637305699482,0.7101338733857605,1.0,-0.0022042000000000008,0.9336084337349397,-0.29803563122654064,0.023457862728062554,-0.07111286045206126,0.08365377028484258
"frozenset({'Dalda Cooking Oil (500ml)', 'National Ketchup (1kg)'})",frozenset({'Shan Biryani Masala'}),0.0386,0.2088,0.0054,0.13989637305699482,0.6700017866714311,1.0,-0.002659680000000001,0.919889156626506,-0.3387592278417168,0.02231404958677686,-0.0870874961362553,0.08287922101125603
"frozenset({'Eggs', 'Tapal Tea (250g)'})",frozenset({'Bread'}),0.0386,0.2058,0.0054,0.13989637305699482,0.6797685765646007,1.0,-0.00254388,0.923377108433735,-0.32886041388725135,0.022594142259414224,-0.08298114699446638,0.0830677200561942
"frozenset({'Eggs', 'Tapal Tea (250g)'})",frozenset({'Shan Biryani Masala'}),0.0386,0.2088,0.0054,0.13989637305699482,0.6700017866714311,1.0,-0.002659680000000001,0.919889156626506,-0.3387592278417168,0.02231404958677686,-0.0870874961362553,0.08287922101125603
"frozenset({'Pepsi 1L', 'Olpers Milk (Pack of 6)'})",frozenset({'Noodles'}),0.0372,0.2052,0.0052,0.13978494623655915,0.6812131882873254,1.0,-0.0024334399999999994,0.923955,-0.3270752688172043,0.021922428330522766,-0.08230379185133473,0.08256303842042383
"frozenset({'Pepsi 1L', 'Olpers Milk (Pack of 6)'})",frozenset({'Thal Sugar (200ml)'}),0.0372,0.1964,0.0052,0.13978494623655915,0.7117359788012178,1.0,-0.002106079999999999,0.9341849999999999,-0.2961038376748998,0.022767075306479864,-0.07045178417551125,0.08313076232398223
"frozenset({'Olpers Milk (Pack of 6)', 'Tapal Tea (250g)'})",frozenset({'Guard Rice (1kg)'}),0.0372,0.1952,0.0052,0.13978494623655915,0.7161114049004055,1.0,-0.0020614400000000003,0.93558,-0.2916581777023204,0.022887323943661973,-0.06885568310566707,0.08321214524942712
"frozenset({'Olpers Milk (Pack of 6)', 'Tapal Tea (250g)'})",frozenset({'Butter'}),0.0372,0.1966,0.0052,0.13978494623655915,0.7110119340618472,1.0,-0.00211352,0.9339525,-0.2968393613554904,0.022747156605424323,-0.07071826457983675,0.08311729509182994
"frozenset({'Pepsi 1L', 'Olpers Milk (Pack of 6)'})",frozenset({'Biscuits'}),0.0372,0.1972,0.0052,0.13978494623655915,0.7088486117472574,1.0,-0.002135839999999999,0.933255,-0.29903673835125444,0.022687609075043632,-0.07151850244574096,0.08307705729677856
"frozenset({'Lux Soap', 'Tapal Tea (250g)'})",frozenset({'Frozen Paratha'}),0.0358,0.197,0.005,0.13966480446927376,0.7089583983211866,1.0,-0.0020526,0.9333571428571428,-0.29862081005586594,0.021949078138718173,-0.07140123976429172,0.08252275756458612
"frozenset({'Lux Soap', 'Tapal Tea (250g)'})",frozenset({'Noodles'}),0.0358,0.2052,0.005,0.13966480446927376,0.6806277020919774,1.0,-0.002346159999999999,0.923825974025974,-0.32734862902460654,0.021186440677966104,-0.0824549515988,0.08201563810208327
"frozenset({'Jam', 'National Ketchup (1kg)'})",frozenset({'Butter'}),0.0358,0.1966,0.005,0.13966480446927376,0.7104008365680252,1.0,-0.002038279999999999,0.9338220779220779,-0.29715655287435405,0.02198768689533861,-0.07086780623690096,0.08254857720920453
"frozenset({'Lux Soap', 'Bread'})",frozenset({'Surf Excel'}),0.0358,0.2112,0.005,0.13966480446927376,0.6612916878280007,1.0,-0.0025609599999999993,0.916851948051948,-0.3469214138250545,0.02066115702479339,-0.09068863530771583,0.0816695234467581
"frozenset({'Olpers Milk (Pack of 6)', 'Shan Biryani Masala'})",frozenset({'Frozen Paratha'}),0.0358,0.197,0.005,0.13966480446927376,0.7089583983211866,1.0,-0.0020526,0.9333571428571428,-0.29862081005586594,0.021949078138718173,-0.07140123976429172,0.08252275756458612
"frozenset({'Jam', 'National Ketchup (1kg)'})",frozenset({'Chicken'}),0.0358,0.198,0.005,0.13966480446927376,0.7053778003498674,1.0,-0.0020884,0.9321948051948052,-0.30225489912293396,0.021853146853146852,-0.07273715153457137,0.0824586648608995
"frozenset({'Chicken', 'Surf Excel'})",frozenset({'Tapal Tea (250g)'}),0.0358,0.1996,0.005,0.13966480446927376,0.6997234692849387,1.0,-0.0021456799999999996,0.9303350649350649,-0.3079917550397033,0.02170138888888889,-0.0748815536365895,0.08235745233483728
"frozenset({'Olpers Milk (Pack of 6)', 'Shan Biryani Masala'})",frozenset({'Tapal Tea (250g)'}),0.0358,0.1996,0.005,0.13966480446927376,0.6997234692849387,1.0,-0.0021456799999999996,0.9303350649350649,-0.3079917550397033,0.02170138888888889,-0.0748815536365895,0.08235745233483728
"frozenset({'Noodles', 'National Ketchup (1kg)'})",frozenset({'Olpers Milk (Pack of 6)'}),0.043,0.196,0.006,0.13953488372093026,0.7119126720455625,1.0,-0.0024279999999999996,0.9343783783783784,-0.29718482252141976,0.025751072961373394,-0.0702302441281962,0.08507356430944472
"frozenset({'Noodles', 'National Ketchup (1kg)'})",frozenset({'Jam'}),0.043,0.1984,0.006,0.13953488372093026,0.7033008252063018,1.0,-0.002531199999999999,0.9315891891891892,-0.30595174781221285,0.02548853016142736,-0.07343452629624468,0.08488840960240061
"frozenset({'Biscuits', 'Shan Biryani Masala'})",frozenset({'Tapal Tea (250g)'}),0.0416,0.1996,0.0058,0.13942307692307693,0.6985124094342532,1.0,-0.0025033599999999996,0.9300737430167597,-0.31051043899341113,0.02463891248937978,-0.07518356206512128,0.08424059657777093
"frozenset({'Biscuits', 'Shan Biryani Masala'})",frozenset({'Frozen Paratha'}),0.0416,0.197,0.0058,0.13942307692307693,0.7077313549394768,1.0,-0.0023952,0.933094972067039,-0.30113453492114584,0.024914089347079036,-0.07170227033240734,0.08443235064427958
"frozenset({'Dalda Cooking Oil (500ml)', 'Lays Chips'})",frozenset({'Noodles'}),0.0416,0.2052,0.0058,0.13942307692307693,0.6794496926075874,1.0,-0.0027363200000000004,0.9235664804469272,-0.32987423809891214,0.024066390041493774,-0.08275908791761835,0.08384409206777628
"frozenset({'Biscuits', 'Shan Biryani Masala'})",frozenset({'Chicken'}),0.0416,0.198,0.0058,0.13942307692307693,0.7041569541569541,1.0,-0.002436800000000001,0.9319329608938548,-0.30477067157608273,0.024807527801539775,-0.07303855745252254,0.08435800310800311
"frozenset({'Dalda Cooking Oil (500ml)', 'Surf Excel'})",frozenset({'Tapal Tea (250g)'}),0.0388,0.1996,0.0054,0.13917525773195877,0.6972708303204347,1.0,-0.0023444800000000003,0.9298059880239521,-0.3111469735738478,0.02317596566523605,-0.07549318124442933,0.08311468297419582
"frozenset({'Dalda Cooking Oil (500ml)', 'Surf Excel'})",frozenset({'Biscuits'}),0.0388,0.1972,0.0054,0.13917525773195877,0.7057568850505009,1.0,-0.002251359999999999,0.9325940119760479,-0.30252733195016274,0.02341717259323504,-0.07227795499257751,0.0832793124359591
"frozenset({'Noodles', 'Pepsi 1L'})",frozenset({'Jam'}),0.0388,0.1984,0.0054,0.13917525773195877,0.7014881942135018,1.0,-0.0022979199999999993,0.9311999999999999,-0.3068639495753431,0.023295944779982744,-0.07388316151202748,0.08319649983372132
"frozenset({'Dalda Cooking Oil (500ml)', 'Tapal Tea (250g)'})",frozenset({'Surf Excel'}),0.0388,0.2112,0.0054,0.13917525773195877,0.6589737582005624,1.0,-0.0027945599999999998,0.9163305389221555,-0.3499744522256619,0.022076860179885527,-0.09130925743920035,0.0823717197750703
"frozenset({'Olpers Milk (Pack of 6)', 'Frozen Paratha'})",frozenset({'Eggs'}),0.0374,0.1982,0.0052,0.1390374331550802,0.7015006718217972,1.0,-0.0022126800000000007,0.9312832298136646,-0.30654179712393687,0.022569444444444448,-0.07378718738453455,0.0826367791406077
"frozenset({'Butter', 'Jam'})",frozenset({'Lux Soap'}),0.0374,0.1936,0.0052,0.1390374331550802,0.7181685596853316,1.0,-0.0020406400000000007,0.9366260869565217,-0.28961022741464865,0.023029229406554476,-0.06766191325014857,0.08294846864365579
"frozenset({'Butter', 'Jam'})",frozenset({'Frozen Paratha'}),0.0374,0.197,0.0052,0.1390374331550802,0.7057737723608131,1.0,-0.002167800000000001,0.9326770186335402,-0.3022031639464015,0.022687609075043632,-0.07218252409080925,0.0827166861206873
"frozenset({'Noodles', 'Chicken'})",frozenset({'Surf Excel'}),0.0374,0.2112,0.0052,0.1390374331550802,0.6583211797115539,1.0,-0.0026988800000000007,0.916183850931677,-0.3503037225481544,0.021364009860312245,-0.0914839843368659,0.08182932263814616
"frozenset({'Noodles', 'Chicken'})",frozenset({'Biscuits'}),0.0374,0.1972,0.0052,0.1390374331550802,0.7050579774598387,1.0,-0.00217528,0.9324447204968943,-0.30293003565062393,0.022667829119442026,-0.07244963483422995,0.08270330075603907
"frozenset({'Butter', 'Jam'})",frozenset({'Tapal Tea (250g)'}),0.0374,0.1996,0.0052,0.1390374331550802,0.6965803264282574,1.0,-0.002265040000000001,0.9296571428571428,-0.3115358376796287,0.022433132010353754,-0.07566537586821566,0.08254476868174851
"frozenset({'Butter', 'Lays Chips'})",frozenset({'Chicken'}),0.036,0.198,0.005,0.1388888888888889,0.7014590347923682,1.0,-0.0021279999999999997,0.9313548387096774,-0.30627518710420265,0.021834061135371178,-0.07370462732058743,0.08207070707070707
"frozenset({'Guard Rice (1kg)', 'Shan Biryani Masala'})",frozenset({'Bread'}),0.036,0.2058,0.005,0.1388888888888889,0.6748731238527157,1.0,-0.0024088,0.9222967741935484,-0.3332226648959717,0.021114864864864864,-0.08424969920814797,0.08159216067379332
"frozenset({'Pepsi 1L', 'Bread'})",frozenset({'Olpers Milk (Pack of 6)'}),0.036,0.196,0.005,0.1388888888888889,0.7086167800453514,1.0,-0.0020559999999999997,0.9336774193548387,-0.2990110529377545,0.022026431718061675,-0.07103372028745163,0.08219954648526077
"frozenset({'Guard Rice (1kg)', 'Shan Biryani Masala'})",frozenset({'Tapal Tea (250g)'}),0.036,0.1996,0.005,0.1388888888888889,0.6958361166778001,1.0,-0.0021855999999999993,0.9294967741935484,-0.311978988237981,0.02168256721595837,-0.07585096340718529,0.08196949454464485
"frozenset({'Pepsi 1L', 'Bread'})",frozenset({'Butter'}),0.036,0.1966,0.005,0.1388888888888889,0.7064541652537584,1.0,-0.002077599999999999,0.9329806451612903,-0.3012062166550683,0.021968365553602813,-0.07183359610544075,0.0821606194190121
"frozenset({'Noodles', 'Eggs'})",frozenset({'Shan Biryani Masala'}),0.036,0.2088,0.005,0.1388888888888889,0.6651766709237974,1.0,-0.0025167999999999996,0.9188129032258064,-0.34303783665903387,0.020850708924103418,-0.08836085833052466,0.0814176245210728
"frozenset({'National Ketchup (1kg)', 'Frozen Paratha'})",frozenset({'Eggs'}),0.036,0.1982,0.005,0.1388888888888889,0.7007512052920731,1.0,-0.0021351999999999986,0.9311225806451613,-0.306993328732459,0.021815008726003494,-0.0739724508744214,0.08205796613970176
"frozenset({'National Ketchup (1kg)', 'Surf Excel'})",frozenset({'Lux Soap'}),0.0418,0.1936,0.0058,0.13875598086124402,0.7167147771758472,1.0,-0.0022924799999999995,0.9363199999999999,-0.29203418071755044,0.025261324041811844,-0.06801093643198905,0.08435732927359721
"frozenset({'Pepsi 1L', 'National Ketchup (1kg)'})",frozenset({'Jam'}),0.0404,0.1984,0.0056,0.13861386138613863,0.6986585755349729,1.0,-0.002415359999999999,0.9305931034482758,-0.3100940799474137,0.024013722126929676,-0.07458350625481708,0.08341983391887577
"frozenset({'Pepsi 1L', 'National Ketchup (1kg)'})",frozenset({'Bread'}),0.0404,0.2058,0.0056,0.13861386138613863,0.673536741429245,1.0,-0.00271432,0.9220022988505747,-0.3355950979713356,0.023275145469659184,-0.08459599422546132,0.08291237286994006
"frozenset({'Lux Soap', 'Eggs'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0404,0.2026,0.0056,0.13861386138613863,0.6841750315209212,1.0,-0.0025850399999999994,0.9257172413793103,-0.3248027340805146,0.02358887952822241,-0.08024346452703959,0.08312726632979192
"frozenset({'Biscuits', 'Pepsi 1L'})",frozenset({'Dalda Cooking Oil (500ml)'}),0.0404,0.2026,0.0056,0.13861386138613863,0.6841750315209212,1.0,-0.0025850399999999994,0.9257172413793103,-0.3248027340805146,0.02358887952822241,-0.08024346452703959,0.08312726632979192
"frozenset({'Nestle Water', 'Surf Excel'})",frozenset({'Biscuits'}),0.0404,0.1972,0.0056,0.13861386138613863,0.7029100475970519,1.0,-0.002366879999999999,0.9319862068965516,-0.30577316604311783,0.024137931034482762,-0.07297725288223887,0.08350571365452976
"frozenset({'Lays Chips', 'Bread'})",frozenset({'Pepsi 1L'}),0.0404,0.2052,0.0056,0.13861386138613863,0.6755061471059387,1.0,-0.00269008,0.9226988505747126,-0.333597888847001,0.023333333333333334,-0.08377722523133037,0.08295215486460927
"frozenset({'Lays Chips', 'Bread'})",frozenset({'Lux Soap'}),0.0404,0.1936,0.0056,0.13861386138613863,0.7159806889779888,1.0,-0.002221439999999999,0.9361655172413793,-0.2924794607120285,0.024518388791593695,-0.06818717586044316,0.08376974061042469
"frozenset({'Dalda Cooking Oil (500ml)', 'Pepsi 1L'})",frozenset({'Olpers Milk (Pack of 6)'}),0.039,0.196,0.0054,0.13846153846153847,0.706436420722135,1.0,-0.0022440000000000003,0.9332142857142857,-0.3018807006215191,0.0235191637630662,-0.07156525066972828,0.08300627943485087
"frozenset({'Olpers Milk (Pack of 6)', 'Surf Excel'})",frozenset({'Thal Sugar (200ml)'}),0.039,0.1964,0.0054,0.13846153846153847,0.7049976500078334,1.0,-0.0022595999999999996,0.93275,-0.30334273056786143,0.02347826086956522,-0.07209863307424282,0.08297822340592198
"frozenset({'Olpers Milk (Pack of 6)', 'Surf Excel'})",frozenset({'Shan Biryani Masala'}),0.039,0.2088,0.0054,0.13846153846153847,0.6631299734748011,1.0,-0.0027431999999999995,0.9183571428571429,-0.34581347855684125,0.022277227722772276,-0.08890098778875322,0.08216180371352785
"frozenset({'Lays Chips', 'Guard Rice (1kg)'})",frozenset({'Lux Soap'}),0.039,0.1936,0.0054,0.13846153846153847,0.7151938970120789,1.0,-0.0021503999999999994,0.9359999999999999,-0.2929780103000081,0.023767605633802816,-0.06837606837606836,0.08317705022250477
"frozenset({'Olpers Milk (Pack of 6)', 'Surf Excel'})",frozenset({'Eggs'}),0.039,0.1982,0.0054,0.13846153846153847,0.6985950477373284,1.0,-0.002329799999999999,0.9306607142857143,-0.3098467922119373,0.023295944779982744,-0.07450543968378837,0.08285337266164713
"frozenset({'Olpers Milk (Pack of 6)', 'Nestle Water'})",frozenset({'Thal Sugar (200ml)'}),0.0376,0.1964,0.0052,0.1382978723404255,0.7041643194522684,1.0,-0.00218464,0.9325728395061729,-0.303881420813674,0.022727272727272728,-0.07230229922794236,0.0823872253759154
"frozenset({'Biscuits', 'Noodles'})",frozenset({'Frozen Paratha'}),0.0376,0.197,0.0052,0.1382978723404255,0.7020196565503832,1.0,-0.002207200000000001,0.9318765432098765,-0.30605905974752085,0.022667829119442023,-0.07310352136933312,0.08234690571335997
"frozenset({'Biscuits', 'Noodles'})",frozenset({'Chicken'}),0.0376,0.198,0.0052,0.1382978723404255,0.6984741027294218,1.0,-0.002244800000000001,0.9307160493827161,-0.3096583384832702,0.022569444444444444,-0.07444155568525498,0.08228024930152589
"frozenset({'Bread', 'Eggs'})",frozenset({'Butter'}),0.0376,0.1966,0.0052,0.1382978723404255,0.7034479773165082,1.0,-0.0021921600000000003,0.9323407407407408,-0.3046088174481425,0.022707423580786028,-0.0725692403031796,0.0823737581437631
"frozenset({'Guard Rice (1kg)', 'Bread'})",frozenset({'National Ketchup (1kg)'}),0.0362,0.2048,0.005,0.13812154696132595,0.6744216160220993,1.0,-0.002413760000000001,0.9226358974358975,-0.3337259911845548,0.0211864406779661,-0.08385117333837282,0.08126780473066297
"frozenset({'Guard Rice (1kg)', 'Bread'})",frozenset({'Shan Biryani Masala'}),0.0362,0.2088,0.005,0.13812154696132595,0.6615016616921741,1.0,-0.0025585600000000014,0.9179948717948718,-0.34680300804059894,0.020833333333333332,-0.08933070404281353,0.08103395355729133
"frozenset({'Surf Excel', 'Bread'})",frozenset({'Guard Rice (1kg)'}),0.0406,0.1952,0.0056,0.13793103448275862,0.7066139061616732,1.0,-0.002325120000000001,0.9335680000000001,-0.3020515058926234,0.024326672458731536,-0.0711592513882224,0.08330977953646128
"frozenset({'Dalda Cooking Oil (500ml)', 'Shan Biryani Masala'})",frozenset({'Lux Soap'}),0.0406,0.1936,0.0056,0.13793103448275862,0.7124536905101169,1.0,-0.0022601599999999998,0.935424,-0.29611151870873076,0.024496937882764653,-0.06903393541324575,0.08342832715873469
